1 8581		 0 0 0 1 0 0 0 0 0 0 
1 5283		 0 0 0 0 0 1 1 0 0 0 
1 -9999		 
1 -9999		 
1 -9999		 
2 3290		 0 0 0 1 1 0 0 0 0 0 
2 5479		 0 0 0 0 0 0 1 1 1 0 
2 3186		 0 0 0 0 0 0 0 0 0 1 
2 -9999		 
2 -9999		 
3 -9999		 
3 -9999		 
3 -9999		 
3 -9999		 
3 -9999		 
4 5369		 0 0 0 0 0 0 0 0 0 1 
4 6663		 0 0 0 0 0 1 1 1 0 0 
4 7265		 0 0 0 0 0 1 0 0 0 0 
4 -9999		 
4 -9999		 
5 -9999		 
5 3506		 0 1 1 0 0 0 0 0 0 0 
5 7208		 0 1 0 0 0 0 0 0 0 0 
5 9360		 0 0 0 0 0 0 1 1 0 0 
5 2325		 0 0 0 0 0 0 0 0 1 0 
6 -9999		 
6 -9999		 
6 -9999		 
6 -9999		 
6 -9999		 
7 1318		 0 0 0 1 1 1 0 0 0 0 
7 7459		 0 0 0 0 0 0 0 1 1 0 
7 7272		 0 0 0 0 0 0 1 0 0 0 
7 8431		 1 0 0 0 0 0 0 0 0 0 
7 1736		 0 1 0 0 0 0 0 0 0 0 
7 5656		0 0 0 0 0 0 0 1 0 0 
7 5940		0 0 0 0 1 0 0 0 0 0 
8 9949		 0 0 0 0 0 0 1 0 0 0 
8 -9999		 
8 -9999		 
8 -9999		 
8 -9999		 
9 1827		 0 0 0 0 0 0 0 0 0 1 
9 1501		 0 1 0 0 0 0 0 0 0 0 
9 150		 0 0 1 1 0 0 0 0 0 0 
9 3163		 0 0 1 1 0 0 0 0 0 0 
9 -9999		 
10 599		 0 0 0 0 1 1 0 0 0 0 
10 202		 0 0 0 1 0 0 0 0 0 0 
10 -9999		 
10 -9999		 
10 2181		 1 0 0 0 0 0 0 0 0 0 
11 2626		 0 0 1 0 0 0 0 0 0 0 
11 2086		 0 0 0 0 0 0 0 0 1 1 
11 5570		 0 0 0 0 0 0 0 0 1 0 
11 -9999		 
11 -9999		 
12 9068		 1 0 0 0 0 0 0 0 0 0 
12 7163		 0 0 1 0 0 0 0 0 0 0 
