1 6813		 0 0 0 0 0 0 0 0 0 1 
1 8227		 1 0 0 0 0 0 0 0 0 0 
1 2664		 0 0 0 1 1 0 0 0 0 0 
1 1429		 0 0 0 0 0 0 1 0 0 0 
1 3880		 0 0 0 0 0 0 1 0 0 0 
1 -9999		 
1 -9999		 
1 -9999		 
1 -9999		 
1 -9999		 
2 3683		 0 0 0 0 1 0 0 0 0 0 
2 1915		 0 0 0 0 0 0 0 0 1 0 
2 1386		 0 0 0 0 0 0 0 0 1 0 
2 -9999		 
2 6115		 0 0 0 1 0 0 0 0 0 0 
2 -9999		 
2 3033		 1 0 0 0 0 0 0 0 0 0 
2 9426		 0 1 0 0 0 0 0 0 0 0 
2 6770		 0 0 1 0 0 0 0 0 0 0 
2 7905		 0 0 0 0 1 0 0 0 0 0 
3 9599		 0 0 0 0 0 0 1 0 0 0 
3 1173		 0 0 0 0 0 1 0 0 0 0 
3 9735		 1 0 0 0 0 0 0 0 0 0 
3 4564		 1 0 0 0 0 0 0 0 0 0 
3 8126		 0 1 0 0 0 0 0 0 0 0 
3 2587		 1 0 0 0 0 0 0 0 0 0 
3 1839		 0 0 0 0 0 1 0 0 0 0 
3 5027		 0 0 1 0 0 0 0 0 0 0 
3 3052		 0 0 0 0 0 0 0 1 0 0 
3 9192		 0 0 0 0 0 0 0 1 0 0 
3 9088		0 0 0 0 0 0 0 0 1 0 
4 2586		 0 0 1 0 0 0 0 0 0 0 
4 -9999		 
4 5684		 0 0 0 0 0 0 0 1 0 0 
4 471		 0 0 0 1 0 0 0 0 0 0 
4 6744		 0 0 0 0 0 0 0 0 1 0 
4 -9999		 
4 -9999		 
4 6692		 0 0 0 1 0 0 0 0 0 0 
4 650		 0 0 0 0 1 0 0 0 0 0 
4 9670		 0 0 0 0 1 0 0 0 0 0 
5 7028		 0 0 0 0 0 0 1 0 0 0 
5 2277		 0 0 0 0 0 0 0 0 0 1 
5 6971		 1 0 0 0 0 0 0 0 0 0 
5 9234		 0 0 1 0 0 0 0 0 0 0 
5 8893		 0 0 0 0 0 0 1 0 0 0 
5 8176		 0 0 1 0 0 0 0 0 0 0 
5 7131		 0 0 0 0 1 0 0 0 0 0 
5 1906		 0 1 0 0 0 0 0 0 0 0 
5 292		 0 0 0 0 0 0 0 0 1 0 
5 1804		 0 0 0 0 0 0 0 0 1 0 
5 1903		0 1 0 0 0 0 0 0 0 0 
5 5970		0 1 0 0 0 0 0 0 0 0 
