1 49		 0 0 0 0 1 0 0 0 0 0 
1 7083		 0 0 0 0 0 1 0 0 0 0 
1 3344		 1 0 0 0 0 0 0 0 0 0 
1 8224		 0 0 0 0 0 0 0 1 0 0 
1 1323		 0 1 0 0 0 0 0 0 0 0 
1 1907		0 0 0 0 0 1 0 0 0 0 
1 3642		1 0 0 0 0 0 0 0 0 0 
1 7486		1 0 0 0 0 0 0 0 0 0 
2 6643		 0 0 0 0 1 0 0 0 0 0 
2 3850		 0 0 0 0 0 0 0 0 1 0 
2 7227		 0 0 0 0 0 0 0 0 0 1 
2 5790		 0 0 0 0 1 0 0 0 0 0 
2 673		 0 0 0 0 0 1 0 0 0 0 
3 1883		 0 0 1 0 0 0 0 0 0 0 
3 7481		 1 0 0 0 0 0 0 0 0 0 
3 8035		 0 0 1 0 0 0 0 0 0 0 
3 3285		 0 0 0 0 0 0 0 0 0 1 
3 8167		 0 0 1 0 0 0 0 0 0 0 
4 -9999		 
4 4044		 0 0 0 0 1 0 0 0 0 0 
4 -9999		 
4 660		 1 0 0 0 0 0 0 0 0 0 
4 6035		 0 0 1 0 0 0 0 0 0 0 
5 9978		 0 0 0 0 0 1 0 0 0 0 
5 9193		 0 0 0 0 0 0 0 1 0 0 
5 2796		 0 1 0 0 0 0 0 0 0 0 
5 8048		 1 0 0 0 0 0 0 0 0 0 
5 222		 0 0 0 0 0 0 0 0 1 0 
5 2094		0 0 0 0 0 0 0 0 1 0 
5 1787		0 0 0 0 0 0 0 0 1 0 
6 8931		 0 0 0 0 0 0 0 1 0 0 
6 9692		 0 0 0 1 0 0 0 0 0 0 
6 3981		 0 0 0 1 0 0 0 0 0 0 
6 6333		 1 0 0 0 0 0 0 0 0 0 
6 6046		 0 0 0 1 0 0 0 0 0 0 
6 720		0 0 0 0 0 0 0 0 0 1 
6 4494		0 0 0 0 0 0 0 1 0 0 
7 5822		 0 0 0 0 1 0 0 0 0 0 
7 1717		 0 1 0 0 0 0 0 0 0 0 
7 5095		 0 0 1 0 0 0 0 0 0 0 
7 2215		 0 0 0 0 0 0 0 1 0 0 
7 2824		 1 0 0 0 0 0 0 0 0 0 
8 1305		 0 0 0 0 1 0 0 0 0 0 
8 7846		 0 0 0 0 0 1 0 0 0 0 
8 8312		 0 0 0 0 0 1 0 0 0 0 
8 133		 0 0 0 0 0 0 0 1 0 0 
8 -9999		 
9 4150		 0 0 0 0 0 0 0 0 0 1 
9 3976		 0 1 0 0 0 0 0 0 0 0 
9 5012		 0 0 0 0 1 0 0 0 0 0 
9 2233		 0 0 0 0 0 0 0 1 0 0 
9 8097		 0 0 1 0 0 0 0 0 0 0 
10 9720		 0 0 0 0 1 0 0 0 0 0 
10 7926		 0 0 1 0 0 0 0 0 0 0 
10 5380		 1 0 0 0 0 0 0 0 0 0 
10 7260		 0 0 0 0 0 0 0 0 1 0 
10 9114		 0 0 0 1 0 0 0 0 0 0 
10 1491		0 0 0 1 0 0 0 0 0 0 
10 6932		1 0 0 0 0 0 0 0 0 0 
10 704		1 0 0 0 0 0 0 0 0 0 
11 5186		 0 1 0 0 0 0 0 0 0 0 
11 4219		 0 0 0 0 0 0 0 0 0 1 
11 -9999		 
11 1733		 0 0 1 0 0 0 0 0 0 0 
11 -9999		 
12 -9999		 
12 -9999		 
12 7644		 0 0 1 0 0 0 0 0 0 0 
12 1630		 0 0 1 0 0 0 0 0 0 0 
12 6680		 0 0 0 0 0 0 1 0 0 0 
13 208		 0 0 0 0 0 1 0 0 0 0 
13 -9999		 
13 6310		 0 0 0 0 1 0 0 0 0 0 
13 5962		 0 0 0 0 1 0 0 0 0 0 
13 1910		 0 0 1 0 0 0 0 0 0 0 
14 4846		 0 0 1 0 0 0 0 0 0 0 
14 4456		 0 0 0 0 0 0 0 1 0 0 
14 -9999		 
14 -9999		 
14 9948		 0 0 0 0 0 1 0 0 0 0 
15 5223		 0 0 0 0 0 0 0 1 0 0 
15 -9999		 
15 -9999		 
15 7908		 0 0 1 0 0 0 0 0 0 0 
15 9369		 0 0 0 0 0 0 1 0 0 0 
16 7598		 0 0 0 0 0 0 1 0 0 0 
16 3381		 0 0 0 0 0 0 0 1 0 0 
16 2576		 0 0 0 0 0 1 0 0 0 0 
16 8709		 0 0 0 1 0 0 0 0 0 0 
16 3026		 0 0 1 0 0 0 0 0 0 0 
16 9875		0 0 0 0 0 0 0 0 0 1 
16 9960		0 0 0 0 0 0 0 0 1 0 
16 4783		0 0 0 0 0 0 0 0 1 0 
16 8952		0 0 0 0 0 1 0 0 0 0 
16 6877		0 0 0 0 1 0 0 0 0 0 
16 1782		0 0 1 0 0 0 0 0 0 0 
17 4357		 0 0 0 0 0 1 0 0 0 0 
17 7830		 0 0 1 0 0 0 0 0 0 0 
17 9179		 0 0 0 0 0 0 0 1 0 0 
17 -9999		 
