1 26		 0 0 0 0 1 
1 94		 0 1 0 0 0 
1 51		 0 1 0 0 0 
1 44		 1 0 0 0 0 
1 56		 0 0 1 0 0 
1 38		 0 0 1 0 0 
1 98		 0 0 0 0 1 
1 -9999		 
1 60		 1 0 0 0 0 
1 78		 0 0 0 1 0 
2 65		 1 0 0 0 0 
2 16		 1 0 0 0 0 
2 88		 0 1 0 0 0 
2 22		 0 1 0 0 0 
2 56		 0 0 1 0 0 
2 39		 0 0 0 1 0 
2 11		 0 0 0 0 1 
2 97		 0 0 0 0 1 
2 -9999		 
2 -9999		 
3 15		 0 0 1 0 0 
3 31		 1 0 0 0 0 
3 76		 0 0 1 0 0 
3 10		 1 0 0 0 0 
3 46		 1 0 0 0 1 
3 96		 0 0 0 1 0 
3 36		 0 0 0 1 0 
3 80		 0 0 0 0 1 
3 63		 0 0 0 1 0 
3 83		 0 0 0 1 0 
3 49		0 0 0 1 0 
3 18		0 0 0 1 0 
3 22		0 0 0 1 0 
4 47		 0 0 0 0 1 
4 8		 0 0 0 0 1 
4 71		 0 0 0 0 1 
4 51		 0 0 0 0 1 
4 94		 0 1 0 0 1 
4 77		 0 1 0 0 0 
4 89		 0 1 0 0 0 
4 48		 0 0 1 0 0 
4 61		 0 0 0 1 0 
4 31		 0 1 0 0 0 
5 92		 1 0 0 0 0 
5 48		 0 1 0 0 0 
5 21		 0 1 0 0 0 
5 20		 0 0 0 1 0 
5 62		 0 0 0 0 1 
5 28		 0 0 0 0 1 
5 -9999		 
5 95		 0 0 0 0 1 
5 93		 0 0 0 0 1 
5 -9999		 
6 13		 1 0 0 0 0 
6 65		 0 0 0 0 1 
6 70		 0 0 0 0 1 
6 59		 0 1 0 0 0 
6 12		 0 1 0 0 0 
6 43		 0 0 1 0 0 
6 81		 0 0 1 0 0 
6 69		 0 0 0 1 0 
6 46		 0 0 0 1 0 
6 42		 0 0 0 0 1 
6 95		0 0 0 0 1 
7 8		 0 0 0 0 1 
7 98		 1 0 0 0 0 
7 12		 0 0 0 1 0 
7 81		 1 1 0 0 0 
7 85		 1 0 0 0 0 
7 78		 0 1 0 0 0 
7 54		 0 0 1 0 0 
7 52		 1 0 0 0 0 
7 46		 0 0 0 1 0 
7 28		 0 0 0 1 0 
7 24		0 0 0 0 1 
8 55		 1 0 0 0 0 
8 17		 1 0 0 0 0 
8 23		 0 1 0 0 0 
8 85		 0 1 0 0 0 
8 52		 0 0 1 0 0 
8 64		 0 0 1 0 0 
8 48		 0 0 1 0 0 
8 71		 0 0 0 0 1 
8 7		 0 0 0 0 1 
8 41		 0 0 1 0 0 
8 4		0 0 0 0 1 
9 34		 0 0 0 1 0 
9 -9999		 
9 58		 1 0 0 0 0 
9 19		 1 0 0 0 0 
9 38		 0 0 1 0 0 
9 23		 0 0 1 0 0 
9 46		 0 0 0 0 1 
