1 10		 0 0 1 0 0 
1 69		 0 0 1 0 0 
1 41		 0 0 1 0 0 
1 48		 0 1 0 0 0 
1 88		 1 0 0 0 0 
1 38		 1 0 0 0 0 
1 26		 1 0 0 0 0 
1 39		 1 0 1 0 0 
1 94		 1 0 0 0 0 
1 74		 1 0 0 0 0 
1 77		1 0 0 0 0 
2 35		 0 0 0 1 0 
2 -9999		 
2 -9999		 
2 94		 0 0 0 0 1 
2 45		 0 0 0 0 1 
2 54		 0 0 0 0 1 
2 53		 1 0 0 0 0 
2 64		 0 1 0 0 0 
2 12		 0 1 0 0 0 
2 -9999		 
3 17		 0 0 1 0 0 
3 63		 0 0 1 0 0 
3 42		 0 0 0 1 0 
3 38		 0 1 0 0 0 
3 84		 1 0 0 0 0 
3 70		 1 0 0 0 0 
3 27		 0 0 0 0 1 
3 35		 0 0 0 0 1 
3 62		 0 0 0 0 1 
3 11		 0 0 0 0 1 
3 10		1 0 0 0 0 
3 46		1 0 0 0 0 
3 77		0 0 0 0 1 
4 74		 0 0 0 1 0 
4 78		 0 0 0 1 0 
4 7		 0 0 0 0 1 
4 72		 0 0 0 0 1 
4 39		 0 0 0 0 1 
4 76		 0 0 0 0 1 
4 88		 1 0 0 0 0 
4 63		 1 0 0 0 0 
4 49		 0 1 0 0 0 
4 89		 0 1 0 0 0 
4 37		0 0 0 1 0 
4 43		0 0 0 1 0 
4 6		0 0 1 0 0 
4 52		0 1 0 0 0 
5 66		 0 0 0 0 1 
5 13		 0 0 0 1 0 
5 -9999		 
5 -9999		 
5 40		 1 0 0 0 0 
5 -9999		 
5 33		 0 1 0 0 0 
5 42		 0 1 0 0 0 
5 16		 0 1 0 0 0 
5 58		 0 0 1 0 0 
6 76		 0 0 0 0 1 
6 87		 0 0 0 0 1 
6 97		 0 0 1 0 0 
6 4		 0 0 1 0 0 
6 57		 0 0 0 1 0 
6 95		 0 0 0 1 0 
6 13		 0 0 0 1 0 
6 91		 0 0 0 0 1 
6 69		 1 1 0 0 0 
6 55		 0 1 0 0 0 
7 83		 0 1 0 0 0 
7 72		 0 0 1 0 0 
7 88		 0 0 0 1 0 
7 84		 0 1 0 0 0 
7 66		 1 0 0 0 0 
7 28		 0 0 0 1 0 
7 60		 0 0 0 1 0 
7 4		 0 0 0 0 1 
7 67		 0 0 0 0 1 
7 31		 1 0 0 0 0 
7 76		1 0 0 0 0 
8 44		 0 0 0 0 1 
8 51		 1 0 0 0 0 
8 63		 0 1 0 0 0 
8 92		 0 0 0 0 1 
8 100		 0 1 0 0 0 
8 48		 0 0 0 1 0 
8 76		 0 0 0 1 0 
8 89		 0 0 0 1 0 
8 43		 0 0 0 0 1 
8 52		 1 0 0 0 0 
8 17		1 0 0 0 0 
8 57		1 0 0 0 0 
9 -9999		 
9 58		 0 0 0 1 0 
9 69		 0 0 0 1 0 
9 39		 0 0 1 0 0 
9 16		 0 0 0 1 0 
9 -9999		 
9 -9999		 
9 -9999		 
9 -9999		 
9 -9999		 
10 3		 1 0 0 0 0 
10 38		 0 0 1 0 0 
10 69		 0 0 1 0 0 
10 63		 0 0 0 1 0 
10 30		 0 0 0 0 1 
10 43		 1 0 0 0 0 
10 76		 1 0 0 0 0 
10 88		 1 0 0 0 0 
10 32		 0 1 0 0 0 
10 61		 0 1 0 0 0 
10 57		0 0 0 1 0 
10 79		0 0 1 0 0 
10 65		0 0 1 0 0 
10 1		0 0 1 0 0 
10 84		0 1 0 0 0 
11 -9999		 
11 3		 0 0 0 0 1 
11 38		 0 0 0 0 1 
