1 -9999		 
1 50		 0 1 0 0 0 
1 11		 0 0 0 1 0 
1 84		 1 0 0 0 0 
1 22		 0 1 0 0 0 
1 78		 0 0 0 0 1 
1 12		 1 0 0 0 0 
1 -9999		 
1 -9999		 
1 -9999		 
2 100		 0 1 0 0 0 
2 62		 0 1 0 0 0 
2 38		 0 1 0 0 0 
2 64		 1 0 0 0 0 
2 46		 0 0 0 1 0 
2 21		 0 0 0 1 0 
2 17		 1 0 0 0 0 
2 84		 0 1 0 0 0 
2 43		 0 1 0 0 0 
2 -9999		 
3 61		 0 0 1 0 0 
3 13		 0 0 0 1 0 
3 27		 1 0 0 0 0 
3 21		 0 0 0 1 0 
3 53		 0 0 1 0 0 
3 7		 0 1 0 0 0 
3 42		 0 1 0 0 0 
3 85		 0 0 1 0 0 
3 56		 0 0 1 0 0 
3 29		 0 0 1 0 0 
3 18		0 0 0 0 1 
4 98		 0 0 0 1 0 
4 96		 0 1 0 0 0 
4 39		 0 1 0 0 0 
4 84		 0 0 1 0 0 
4 75		 0 0 1 0 0 
4 56		 0 0 0 1 0 
4 80		 0 0 0 1 1 
4 59		 0 0 0 0 1 
4 58		 0 0 0 0 1 
4 17		 0 1 0 1 0 
4 61		0 0 0 1 0 
5 60		 0 0 1 0 0 
5 63		 1 1 0 0 0 
5 75		 1 0 0 0 0 
5 94		 1 0 0 0 0 
5 -9999		 
5 90		 0 0 0 0 1 
5 80		 0 0 0 0 1 
5 11		 0 0 0 0 1 
5 -9999		 
5 -9999		 
6 31		 0 1 0 0 0 
6 23		 0 0 1 0 0 
6 53		 0 0 1 0 0 
6 13		 1 0 0 0 0 
6 87		 0 0 0 1 0 
6 92		 0 0 0 1 0 
6 46		 0 0 0 0 1 
6 69		 0 0 0 0 1 
6 45		 0 0 0 0 1 
6 -9999		 
7 99		 0 0 1 0 0 
7 18		 0 0 0 1 0 
7 16		 0 0 0 1 0 
7 86		 0 1 0 0 0 
7 13		 0 0 0 0 1 
7 28		 1 0 0 0 0 
7 98		 1 0 0 0 0 
7 88		 0 1 0 0 0 
7 93		 0 1 0 0 0 
7 95		 0 1 0 0 0 
7 85		0 0 0 0 1 
7 15		0 0 0 0 1 
7 42		0 1 0 0 0 
7 3		0 1 0 0 0 
8 12		 0 0 1 0 0 
8 72		 0 0 1 0 0 
8 23		 0 0 0 1 0 
8 59		 0 0 0 0 1 
8 -9999		 
8 -9999		 
8 -9999		 
8 -9999		 
8 92		 0 1 0 0 0 
8 -9999		 
9 -9999		 
9 64		 0 0 0 1 0 
9 53		 0 0 0 0 1 
9 67		 0 0 1 0 0 
9 78		 0 0 1 0 0 
9 76		 0 0 0 0 1 
9 -9999		 
9 11		 0 0 0 0 1 
9 16		 0 1 0 0 0 
9 17		 0 1 0 0 0 
10 -9999		 
10 75		 0 1 0 0 0 
10 21		 1 0 0 0 0 
10 -9999		 
10 44		 0 0 0 0 1 
10 91		 0 0 0 0 1 
10 83		 0 0 0 1 0 
10 67		 0 0 1 0 1 
10 63		 0 0 0 1 0 
10 85		 0 0 0 1 0 
11 43		 0 1 0 0 0 
11 17		 0 0 1 0 0 
11 88		 0 0 1 0 0 
11 66		 0 1 0 0 0 
11 97		 0 0 0 0 1 
11 87		 1 0 0 0 0 
11 31		 1 0 0 0 0 
11 89		 1 0 0 0 0 
11 9		 0 0 0 0 1 
11 5		 0 0 0 0 1 
11 38		1 0 0 0 0 
11 19		0 0 0 1 0 
11 95		0 0 0 1 0 
11 52		0 0 0 1 0 
11 91		0 0 0 1 0 
11 1		0 0 0 1 0 
11 18		0 0 1 0 0 
11 74		0 0 1 0 1 
12 8		 0 0 1 0 0 
12 34		 0 0 1 0 0 
12 25		 0 0 1 0 0 
12 36		 0 0 0 1 0 
12 14		 0 0 0 0 1 
12 40		 0 0 0 1 0 
12 90		 0 0 0 0 1 
12 96		 1 0 0 0 0 
12 1		 1 0 0 0 0 
12 32		 0 0 0 0 1 
13 74		 0 0 0 1 0 
13 45		 0 0 1 0 0 
13 40		 0 0 0 1 0 
13 79		 0 1 0 0 0 
13 85		 0 0 0 0 1 
13 92		 0 1 0 0 0 
13 72		 0 0 0 1 0 
13 3		 0 0 0 1 0 
13 21		 1 0 0 0 1 
13 7		 0 0 0 0 1 
13 18		1 0 0 0 0 
13 6		1 0 0 0 0 
14 12		 0 0 0 0 1 
14 39		 0 1 0 0 0 
14 52		 0 1 0 0 0 
14 -9999		 
14 -9999		 
14 -9999		 
14 93		 0 0 0 1 0 
14 -9999		 
14 24		 0 0 0 1 1 
14 -9999		 
15 -9999		 
15 43		 0 0 1 0 0 
15 7		 0 0 0 0 1 
15 57		 0 0 1 0 0 
15 80		 0 0 0 1 0 
15 45		 0 0 0 1 0 
