1 1512		 1 0 0 0 0 0 0 0 0 0 
1 2489		 1 1 1 0 0 0 0 0 0 0 
1 3603		 0 0 0 0 1 0 0 0 0 0 
1 2390		 0 0 0 1 1 0 0 0 0 0 
1 1324		 0 0 0 0 0 0 0 1 0 0 
1 5179		 1 1 0 0 0 0 0 0 0 0 
1 6409		 1 0 0 0 0 0 0 0 0 0 
1 2833		 0 0 0 0 0 0 1 0 0 0 
1 8050		 0 0 0 0 0 0 0 0 1 0 
1 2901		 0 0 0 1 0 0 0 0 0 0 
1 7709		0 0 0 0 0 0 0 0 0 1 
1 4489		0 0 0 0 0 0 0 0 1 0 
1 787		0 0 0 0 0 0 0 0 1 1 
1 9558		0 0 0 0 0 0 0 0 1 0 
1 2533		0 0 0 0 0 0 0 0 1 0 
2 4820		 0 0 0 0 0 1 1 0 0 0 
2 7949		 0 1 0 0 0 0 0 0 0 0 
2 8368		 0 0 0 0 0 0 0 1 0 0 
2 6016		 0 0 0 0 0 0 0 0 1 0 
2 7594		 0 0 0 0 0 0 0 0 1 0 
2 1358		 0 0 0 0 0 0 0 0 0 1 
2 4115		 0 1 0 0 0 0 0 0 0 0 
2 -9999		 
2 -9999		 
2 -9999		 
3 3775		 0 0 0 0 0 0 1 0 0 0 
3 5822		 0 0 0 1 0 0 0 0 0 0 
3 5703		 0 0 0 0 0 1 0 0 0 0 
3 6538		 0 0 1 0 0 0 0 0 0 0 
3 5239		 0 0 0 1 0 0 0 0 0 0 
3 8407		 0 0 0 0 0 0 0 1 0 0 
3 9982		 0 0 0 1 0 0 0 0 0 0 
3 8669		 0 0 0 1 0 0 0 0 0 0 
3 7124		 0 0 0 0 0 0 1 1 0 0 
3 7840		 0 0 0 0 0 0 0 1 1 0 
3 5683		0 0 0 0 0 0 1 0 0 0 
3 6511		0 0 0 0 0 0 1 0 0 0 
4 7796		 0 0 0 0 0 0 1 0 0 0 
4 4952		 1 0 0 0 0 0 0 0 0 0 
4 3207		 0 0 0 0 0 1 0 0 0 0 
4 539		 0 0 0 0 0 0 0 0 1 0 
4 -9999		 
4 499		 0 0 0 0 0 0 0 1 0 0 
4 9449		 0 0 0 0 0 0 0 0 0 1 
4 -9999		 
4 -9999		 
4 -9999		 
5 5723		 0 0 1 0 0 0 0 0 0 0 
5 9281		 0 0 0 1 0 0 0 0 0 0 
5 2669		 0 0 0 1 0 0 0 0 0 0 
5 -9999		 
5 6678		 0 0 0 0 1 0 0 0 0 0 
5 4656		 0 0 0 0 0 0 1 0 0 0 
5 6843		 0 0 0 0 0 0 1 1 0 0 
5 -9999		 
5 -9999		 
5 7196		 1 1 0 0 0 0 0 0 0 0 
6 6127		 1 0 0 0 0 0 0 0 0 0 
6 -9999		 
6 7681		 0 0 1 0 0 0 0 0 0 0 
6 -9999		 
6 8083		 0 0 0 0 0 0 1 0 0 0 
6 9562		 0 0 0 0 0 1 0 0 0 0 
6 6798		 0 0 0 1 1 0 0 0 0 0 
6 1952		 0 0 0 1 1 0 0 0 0 0 
6 -9999		 
6 -9999		 
7 -9999		 
7 7098		 0 1 0 0 0 0 0 0 0 0 
7 -9999		 
7 -9999		 
7 -9999		 
7 -9999		 
7 9305		 0 0 0 1 1 0 0 0 0 0 
7 -9999		 
7 -9999		 
7 -9999		 
8 5330		 0 0 0 1 0 0 0 0 0 0 
8 5297		 0 0 0 0 0 1 1 0 0 0 
8 4581		 0 0 0 0 0 0 1 1 0 0 
8 8130		 0 0 0 0 0 0 0 0 1 0 
8 3564		 0 0 0 0 0 0 0 0 0 1 
8 6573		 1 0 0 0 0 0 0 0 0 0 
8 3876		 0 1 0 0 0 0 0 0 0 0 
